DACNAME;PLATFORM;LAUNCH_DATE;TRANS_SYSTEM;PLATFORM_TYPE;SENSOR_MODEL;SENSOR_SERIAL_NO;PI_NAME;PROJECT_NAME;Actif/Not Actif;LAST_CY_R;LAST_CY_D;DATE_LAST_DM_PSAL;LAST_CY_BR;LAST_CY_BD;DATE_LAST_DM_OXY 
coriolis;6901050;2011-04-16;ARGOS;APEX;SBE41;5388;Holger GIESE;ARGO-BSH;NA;_;090;2020-08-31;_;_;-
coriolis;6901051;2011-05-12;ARGOS;APEX;SBE41;5585;Holger GIESE;ARGO-BSH;NA;_;099;2014-10-29;_;_;-
coriolis;6901052;2011-05-13;ARGOS;APEX;SBE41;5596;Holger GIESE;ARGO-BSH;NA;_;124;2014-11-24;_;_;-
coriolis;6901053;2011-05-14;ARGOS;APEX;SBE41;5593;Holger GIESE;ARGO-BSH;NA;_;097;2014-11-25;_;_;-
coriolis;6901054;2011-05-15;ARGOS;APEX;SBE41;5603;Holger GIESE;ARGO-BSH;NA;_;111;2014-11-26;_;_;-
coriolis;6901055;2011-12-11;ARGOS;X;X;X;Holger GIESE;BSH;NA;084;041;2013-02-04;_;_;-
coriolis;6901056;2011-12-10;ARGOS;X;X;X;Holger GIESE;BSH;NA;084;041;2013-02-04;_;_;-
coriolis;6901058;2011-07-25;ARGOS;X;X;X;Holger GIESE;BSH;NA;_;098;2014-10-10;_;_;-
coriolis;6901059;2011-07-25;ARGOS;X;X;X;Holger GIESE;BSH;NA;098;075;2013-08-27;_;_;-
coriolis;6901060;2011-07-08;ARGOS;APEX;SBE41;5582;Holger GIESE;ARGO-BSH;NA;_;082;2014-12-08;_;_;-
coriolis;6901061;2011-07-09;ARGOS;APEX;SBE41;5658;Holger GIESE;ARGO-BSH;NA;_;069;2013-09-23;_;_;-
coriolis;6901062;2011-07-07;ARGOS;APEX;SBE41;5659;Holger GIESE;ARGO-BSH;NA;_;063;2014-11-28;_;_;-
coriolis;6901063;2011-07-11;ARGOS;APEX;SBE41;5660;Holger GIESE;ARGO-BSH;NA;_;064;2013-07-30;_;_;-
coriolis;6901064;2011-07-04;ARGOS;APEX;SBE41;5552;Holger GIESE;ARGO-BSH;NA;_;065;2018-11-27;_;_;-
coriolis;6901065;2011-07-05;ARGOS;APEX;SBE41;5590;Holger GIESE;ARGO-BSH;NA;_;069;2013-09-23;_;_;-
coriolis;6901066;2011-07-14;ARGOS;APEX;SBE41;5610;Holger GIESE;ARGO-BSH;NA;_;080;2020-09-06;_;_;-
coriolis;6901067;2011-08-05;ARGOS;APEX;SBE41;5601;Holger GIESE;ARGO-BSH;NA;_;089;2014-11-28;_;_;-
coriolis;6901068;2011-08-05;ARGOS;APEX;SBE41;5600;Holger GIESE;ARGO-BSH;NA;_;071;2014-11-28;_;_;-
coriolis;6901070;2011-07-26;ARGOS;APEX;SBE41;5608;Holger GIESE;ARGO-BSH;NA;_;109;2014-11-28;_;_;-
coriolis;6901077;2012-07-11;ARGOS;APEX;SBE41;5430;Holger GIESE;ARGO-BSH;NA;_;083;2014-11-20;_;_;-
coriolis;6901078;2012-07-12;ARGOS;APEX;SBE41;5662;Holger GIESE;ARGO-BSH;NA;_;092;2017-06-30;_;_;-
coriolis;6901079;2012-07-12;ARGOS;APEX;SBE41;5663;Holger GIESE;ARGO-BSH;NA;_;096;2017-06-30;_;_;-
coriolis;6901080;2012-07-30;ARGOS;APEX;SBE41;5664;Holger GIESE;ARGO-BSH;NA;_;085;2018-02-21;_;_;-
coriolis;6901081;2012-07-30;ARGOS;APEX;SBE41;5670;Holger GIESE;ARGO-BSH;NA;_;127;2018-02-21;_;_;-
coriolis;6901082;2012-07-11;ARGOS;APEX;SBE41;5678;Holger GIESE;ARGO-BSH;NA;_;131;2017-06-29;_;_;-
coriolis;6901083;2012-04-05;ARGOS;APEX;SBE41;5790;Holger GIESE;ARGO-BSH;NA;_;017;2013-04-18;_;_;-
coriolis;6901084;2012-05-01;ARGOS;APEX;SBE41;5769;Holger GIESE;ARGO-BSH;NA;_;070;2017-08-21;_;_;-
coriolis;6901085;2012-04-27;ARGOS;APEX;SBE41;5755;Holger GIESE;ARGO-BSH;NA;_;082;2014-12-12;_;_;-
coriolis;6901086;2011-08-01;ARGOS;APEX;SBE41;5573;Bert RUDELS;ARGO-FINLAND;NA;073;070;2015-02-25;_;_;-
coriolis;6901087;2011-08-01;ARGOS;APEX;SBE41;5534;Bert RUDELS;ARGO-FINLAND;NA;_;062;2015-02-27;_;_;-
coriolis;6901217;2012-05-01;ARGOS;APEX;SBE41;5883;Holger GIESE;ARGO-BSH;NA;_;102;2020-09-06;_;_;-
coriolis;6901218;2012-04-29;ARGOS;APEX;SBE41;5753;Holger GIESE;ARGO-BSH;NA;_;109;2019-07-18;_;_;-
coriolis;6901219;2012-05-01;ARGOS;APEX;SBE41;5754;Holger GIESE;ARGO-BSH;NA;_;077;2015-03-11;_;_;-
coriolis;6901220;2012-05-01;ARGOS;APEX;SBE41;5881;Holger GIESE;ARGO-BSH;NA;_;085;2020-09-06;_;_;-
coriolis;6901221;2012-05-01;ARGOS;APEX;SBE41;5683;Holger GIESE;ARGO-BSH;NA;_;103;2017-08-17;_;_;-
coriolis;6901222;2013-02-24;ARGOS;APEX;SBE41;6032;Holger GIESE;ARGO-BSH;NA;_;081;2015-11-19;_;_;-
coriolis;6901223;2013-03-03;ARGOS;APEX;SBE41;6034;Holger GIESE;ARGO-BSH;NA;088;073;2017-08-25;_;_;-
coriolis;6901225;2013-03-02;ARGOS;APEX;SBE41;6033;Holger GIESE;ARGO-BSH;NA;100;078;2017-08-25;_;_;-
coriolis;6901226;2013-07-28;ARGOS;APEX;SBE41;5973;Holger GIESE;ARGO-BSH;NA;_;068;2017-07-28;_;_;-
coriolis;6901227;2013-05-15;ARGOS;APEX;SBE41;6154;Holger GIESE;ARGO-BSH;NA;_;124;2017-07-26;_;_;-
coriolis;6901228;2013-05-15;ARGOS;APEX;SBE41;6137;Holger GIESE;ARGO-BSH;NA;_;155;2017-12-15;_;_;-
coriolis;6901229;2013-05-15;ARGOS;APEX;SBE41;6138;Holger GIESE;ARGO-BSH;NA;_;096;2016-02-16;_;_;-
coriolis;6901230;2013-07-29;ARGOS;APEX;SBE41;5978;Holger GIESE;ARGO-BSH;NA;_;056;2017-07-28;_;_;-
coriolis;6901231;2013-07-28;ARGOS;APEX;SBE41;5980;Holger GIESE;ARGO-BSH;NA;_;071;2017-07-28;_;_;-
coriolis;6901232;2013-07-28;ARGOS;APEX;SBE41;5993;Holger GIESE;ARGO-BSH;NA;_;065;2017-07-28;_;_;-
coriolis;6901233;2013-07-27;ARGOS;APEX;SBE41;5994;Holger GIESE;ARGO-BSH;NA;_;115;2017-08-16;_;_;-
coriolis;6901234;2013-07-27;ARGOS;APEX;SBE41;6036;Holger GIESE;ARGO-BSH;NA;_;107;2017-07-28;_;_;-
coriolis;6901235;2014-06-12;ARGOS;APEX;SBE41;6434;Holger GIESE;ARGO-BSH;NA;_;116;2017-12-13;116;_;-
coriolis;6901236;2014-06-12;ARGOS;APEX;SBE41;6413;Holger GIESE;ARGO-BSH;NA;_;112;2017-06-28;_;_;-
coriolis;6901237;2012-12-21;ARGOS;APEX;SBE41;5752;Pedro Velez;ARGO_SPAIN;NA;_;088;2016-12-28;_;_;-
coriolis;6901238;2013-09-17;ARGOS;APEX;SBE41;5759;Pedro Velez;ARGO_SPAIN;NA;_;079;2017-01-25;_;_;-
coriolis;6901239;2015-07-29;ARGOS;APEX;SBE41;5760;Pedro Velez;ARGO_SPAIN;NA;092;_;-;_;_;-
coriolis;6901240;2014-04-20;ARGOS;APEX;SBE41;5749;Pedro Velez;ARGO_SPAIN;NA;_;137;2018-07-17;_;_;-
coriolis;6901241;2012-12-10;ARGOS;APEX;SBE41;5750;Pedro Velez;ARGO_SPAIN;NA;_;104;2017-01-09;_;_;-
coriolis;6901242;2015-04-25;IRIDIUM;APEX;SBE41CP;5207;Pedro Velez;ARGO_SPAIN;NA;_;010;2017-08-17;_;_;-
coriolis;6901243;2014-11-22;IRIDIUM;APEX;SBE41CP;5208;Pedro Velez;ARGO_SPAIN;NA;178;_;-;_;_;-
coriolis;6901244;2015-11-27;IRIDIUM;APEX;SBE41CP;6900;Pedro Velez;ARGO_SPAIN;NA;050;_;-;_;_;-
coriolis;6901245;2014-11-21;IRIDIUM;ARVOR;SBE41CP;4139;Pedro Velez;ARGO_SPAIN;NA;288;_;-;_;_;-
coriolis;6901246;2015-03-03;IRIDIUM;ARVOR_D;SBE41CP;5723;VELEZ BELCHI Pedro;Euro-Argo;NA;117;056;2015-12-15;_;_;-
coriolis;6901247;2015-07-14;IRIDIUM;APEX;SBE41CP;5207;Pedro Velez;ARGO_SPAIN;NA;144;_;-;_;_;-
coriolis;6901248;2016-11-01;IRIDIUM;ARVOR_D;SBE41CP_V7.2.5;7843;Pedro Velez;ARGO_SPAIN;NA;082;_;-;_;_;-
coriolis;6901249;2017-02-16;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8925;Pedro Velez;ARGO SPAIN;A;282;_;-;_;_;-
coriolis;6901250;2017-07-10;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8944;Pedro Velez;Argo Spain;A;242;_;-;_;_;-
coriolis;6901251;2017-07-20;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8966;Pedro Velez;Argo Spain;NA;205;_;-;_;_;-
coriolis;6901252;2018-08-11;ARGOS;ARVOR;SBE41CP_V7.2.5;9917;Pedro Velez;ARGO SPAIN;NA;153;_;-;_;_;-
coriolis;6901253;2018-05-29;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;093;_;-;_;_;-
coriolis;6901254;2018-10-23;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;082;_;-;_;_;-
coriolis;6901255;2019-06-19;ARGOS;ARVOR;SBE41CP;9920;Pedro VELEZ BELCHI;ARGO SPAIN;A;063;_;-;_;_;-
coriolis;6901256;2018-06-01;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;093;_;-;_;_;-
coriolis;6901257;2019-03-06;ARGOS;ARVOR;SBE41CP;9986;Pedro VELEZ BELCHI;ARGO SPAIN;A;065;_;-;_;_;-
coriolis;6901258;2018-06-04;ARGOS;ARVOR;SBE41CP_V7.2.5;9941;Pedro Velez;ARGO SPAIN;A;093;_;-;_;_;-
coriolis;6901259;2019-03-11;ARGOS;ARVOR;SBE41CP;9966;Pedro Velez;ARGO SPAIN;A;065;_;-;_;_;-
coriolis;6901260;2018-06-18;ARGOS;ARVOR;SBE41CP_V7.2.5;9967;Pedro Velez;ARGO SPAIN;NA;180;_;-;_;_;-
coriolis;6901261;2019-11-14;ARGOS;ARVOR;SBE41CP;9968;Pedro VELEZ BELCHI;ARGO MOROCCO;A;055;_;-;_;_;-
coriolis;6901262;2018-06-08;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;092;_;-;_;_;-
coriolis;6901263;2019-02-06;ARGOS;ARVOR;SBE41CP_V7.2.5;9970;Pedro Velez;ARGO SPAIN;A;145;_;-;_;_;-
coriolis;6901264;2018-06-17;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;NA;178;_;-;_;_;-
coriolis;6901265;2018-06-10;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;092;_;-;_;_;-
coriolis;6901266;2018-06-13;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;092;_;-;_;_;-
coriolis;6901267;2018-07-18;ARGOS;ARVOR;SBE41CP_V7.2.5;9974;Pedro Velez;ARGO SPAIN;NA;999;_;-;_;_;-
coriolis;6901268;2019-03-18;ARGOS;ARVOR;SBE41CP;9975;Pedro VELEZ BELCHI;ARGO SPAIN;A;064;_;-;_;_;-
coriolis;6901269;2018-06-16;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;092;_;-;_;_;-
coriolis;6901270;2018-08-18;ARGOS;ARVOR;SBE41CP;n/a;Pedro Velez;ARGO SPAIN;A;176;_;-;_;_;-
coriolis;6901271;2018-10-30;ARGOS;ARVOR;SBE41CP;9978;Pedro Velez;ARGO SPAIN;A;085;_;-;_;_;-
coriolis;6901272;2019-03-26;ARGOS;ARVOR;SBE41CP;9979;Pedro VELEZ BELCHI;ARGO SPAIN;A;063;_;-;_;_;-
coriolis;6901273;2018-12-11;ARGOS;ARVOR;SBE41CP;9985;Pedro VELEZ BELCHI;ARGO SPAIN;A;081;_;-;_;_;-
coriolis;6901274;2019-03-04;ARGOS;ARVOR;SBE41CP;9986;Pedro Velez;ARGO SPAIN;NA;037;_;-;_;_;-
coriolis;6901275;2019-03-05;ARGOS;ARVOR;SBE41CP;9987;Pedro VELEZ  BELCHI;ARGO SPAIN;NA;014;_;-;_;_;-
coriolis;6901277;2019-07-31;ARGOS;ARVOR;SBE41CP;9987;Pedro VELEZ BELCHI;ARGO SPAIN;A;103;_;-;_;_;-
coriolis;6901278;2020-03-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11959;Inmaculada Ruiz-Parrado;Euro-Argo RISE;A;106;_;-;_;_;-
coriolis;6901279;2020-03-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11717;Inmacula Ruiz-Parrado;ARGO SPAIN;NA;031;_;-;_;_;-
coriolis;6901280;2020-08-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11771;Inmaculada Ruiz Parrado;ARGO SPAIN;A;025;_;-;_;_;-
coriolis;6901281;2020-11-04;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11770;Inmaculada Ruiz-Parrado;ARGO SPAIN;A;008;_;-;_;_;-
coriolis;6901387;2010-06-29;IRIDIUM;X;X;X;Walczowski Waldemar;ARGO POLAND;NA;_;111;-;_;_;-
coriolis;6901407;2012-06-20;ARGOS;ARVOR;SBE41CP;3620;Christine COATANOAN;CORIOLIS;NA;_;055;2019-08-22;_;_;-
coriolis;6901408;2012-11-10;ARGOS;ARVOR;SBE41CP;4021;Christine COATANOAN;CORIOLIS;NA;_;166;2019-01-25;_;_;-
coriolis;6901409;2012-10-19;ARGOS;ARVOR;SBE41CP;4023;Christine COATANOAN;CORIOLIS;NA;001;_;-;_;_;-
coriolis;6901410;2012-10-04;ARGOS;ARVOR;SBE41CP;4024;Christine COATANOAN;CORIOLIS;NA;127;117;2017-03-23;_;_;-
coriolis;6901411;2012-10-12;ARGOS;ARVOR;SBE41CP;4136;Christine COATANOAN;CORIOLIS;NA;_;103;2019-01-25;_;_;-
coriolis;6901412;2012-10-20;ARGOS;ARVOR;SBE41CP;4137;Christine COATANOAN;CORIOLIS;NA;_;178;2019-01-25;_;_;-
coriolis;6901413;2012-10-31;ARGOS;ARVOR;SBE41CP;4138;Christine COATANOAN;CORIOLIS;NA;_;187;2019-01-25;_;_;-
coriolis;6901414;2012-11-08;ARGOS;ARVOR;SBE41CP;4020;Christine COATANOAN;CORIOLIS;NA;_;175;2019-01-25;_;_;-
coriolis;6901415;2012-10-20;ARGOS;ARVOR;SBE41CP;n/a;Christine Coatanoan;CORIOLIS;NA;_;178;2020-01-09;_;_;-
coriolis;6901416;2014-11-08;ARGOS;ARVOR;SBE41CP;4142;Christine COATANOAN;CORIOLIS;NA;_;152;2020-01-09;_;_;-
coriolis;6901417;2013-01-27;ARGOS;ARVOR;SBE41CP;n/a;Christine Coatanoan;CORIOLIS;NA;_;177;2020-01-09;_;_;-
coriolis;6901418;2012-05-11;ARGOS;APEX;SBE41;n/a;Christine COATANOAN;Euro-Argo;NA;_;204;2020-09-28;_;_;-
coriolis;6901419;2012-05-12;ARGOS;APEX;SBE41;n/a;Christine COATANOAN;Euro-Argo;NA;_;240;2020-09-28;_;_;-
coriolis;6901422;2012-12-07;ARGOS;ARVOR;SBE41CP;4291;Sabrina SPEICH;GOODHOPE;NA;_;181;2020-11-02;_;_;-
coriolis;6901423;2012-12-07;ARGOS;ARVOR;SBE41CP;4292;Sabrina SPEICH;GOODHOPE;NA;_;174;2020-11-02;_;_;-
coriolis;6901424;2012-12-07;ARGOS;ARVOR;SBE41CP;4293;Sabrina SPEICH;GOODHOPE;NA;051;050;2020-11-02;_;_;-
coriolis;6901425;2012-12-09;ARGOS;ARVOR;SBE41CP;4294;Sabrina SPEICH;GOODHOPE;NA;_;081;2020-11-02;_;_;-
coriolis;6901426;2012-12-09;ARGOS;ARVOR;SBE41CP;4295;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-18;_;_;-
coriolis;6901427;2012-12-09;ARGOS;ARVOR;SBE41CP;4296;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-19;_;_;-
coriolis;6901428;2012-12-10;ARGOS;ARVOR;SBE41CP;4297;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-20;_;_;-
coriolis;6901429;2012-12-11;ARGOS;ARVOR;SBE41CP;4298;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-19;_;_;-
coriolis;6901430;2015-07-25;ARGOS;ARVOR;SBE41CP;4299;Sophie CRAVATTE;CORIOLIS;NA;120;084;2017-11-20;_;_;-
coriolis;6901431;2012-12-11;ARGOS;ARVOR;SBE41CP;4300;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-19;_;_;-
coriolis;6901432;2012-12-12;ARGOS;ARVOR;SBE41CP;4301;Sabrina SPEICH;GOODHOPE;NA;_;008;2017-04-19;_;_;-
coriolis;6901433;2013-02-14;ARGOS;ARVOR;SBE41CP;4302;Sabrina SPEICH;GOODHOPE;NA;002;_;-;_;_;-
coriolis;6901434;2013-02-15;ARGOS;ARVOR;SBE41CP;4303;Sabrina SPEICH;GOODHOPE;NA;002;_;-;_;_;-
coriolis;6901435;2013-02-15;ARGOS;ARVOR;SBE41CP;4304;Sabrina SPEICH;GOODHOPE;NA;002;_;-;_;_;-
coriolis;6901436;2013-02-17;ARGOS;ARVOR;SBE41CP;4290;Sabrina SPEICH;GOODHOPE;NA;_;166;2020-11-02;_;_;-
coriolis;6901437;2012-11-07;IRIDIUM;PROVOR_III;SBE41CP;3977;Herve CLAUSTRE;remOcean;NA;_;228;2020-11-02;_;228;-
coriolis;6901439;2012-11-07;IRIDIUM;PROVOR_III;SBE41CP;3985;Herve CLAUSTRE;remOcean;NA;_;456;2020-11-02;456;455;-
coriolis;6901440;2012-11-07;IRIDIUM;PROVOR_III;SBE41CP;3981;Herve CLAUSTRE;remOcean;NA;_;017;2020-11-02;_;017;-
coriolis;6901441;2012-08-23;IRIDIUM;ARVOR_D;SBE41CP;2820;Xavier ANDRE;NAOS;NA;004;_;-;_;_;-
coriolis;6901442;2012-11-30;ARGOS;ARVOR;SBE41CP;4306;Christine COATANOAN;NAOS;NA;014D;009;2020-04-21;_;_;-
coriolis;6901443;2012-11-27;ARGOS;ARVOR;SBE41CP;4307;Christine COATANOAN;NAOS;NA;_;046;2020-04-21;_;_;-
coriolis;6901444;2012-12-11;ARGOS;ARVOR;SBE41CP;4310;Sabrina SPEICH;GOODHOPE;NA;_;045;2020-11-02;_;_;-
coriolis;6901445;2013-04-01;ARGOS;ARVOR;SBE41CP;4311;Christine COATANOAN;CORIOLIS;NA;_;034;2020-04-21;_;_;-
coriolis;6901446;2013-03-31;ARGOS;ARVOR;SBE41CP;4533;Christine COATANOAN;CORIOLIS;NA;_;164;2020-04-21;_;_;-
coriolis;6901447;2013-03-30;ARGOS;ARVOR;SBE41CP;4534;Christine COATANOAN;CORIOLIS;NA;_;170;2020-04-21;_;_;-
coriolis;6901448;2013-03-27;ARGOS;ARVOR;SBE41CP;4535;Christine COATANOAN;CORIOLIS;NA;_;172;2019-04-08;_;_;-
coriolis;6901449;2014-12-10;ARGOS;ARVOR;SBE41CP;4536;Christine COATANOAN;Coriolis;NA;_;128;2020-04-21;_;_;-
coriolis;6901450;2014-10-05;ARGOS;ARVOR;SBE41CP;4537;Christine COATANOAN;CORIOLIS;NA;_;154;2020-04-21;_;_;-
coriolis;6901451;2013-06-13;ARGOS;ARVOR;SBE41CP;4538;Bernard BOURLES;PIRATA;NA;_;156;2017-11-16;_;_;-
coriolis;6901452;2013-06-09;ARGOS;ARVOR;SBE41CP;4539;Bernard BOURLES;PIRATA;NA;_;150;2017-11-16;_;_;-
coriolis;6901453;2013-06-08;ARGOS;ARVOR;SBE41CP;4540;Bernard BOURLES;PIRATA;NA;_;055;2017-04-03;_;_;-
coriolis;6901454;2013-06-07;ARGOS;ARVOR;SBE41CP;4541;Bernard BOURLES;PIRATA;NA;_;150;2017-11-16;_;_;-
coriolis;6901455;2013-06-05;ARGOS;ARVOR;SBE41CP;4542;Bernard BOURLES;PIRATA;NA;_;154;2017-11-16;_;_;-
coriolis;6901456;2013-06-04;ARGOS;ARVOR;SBE41CP;4543;Bernard BOURLES;PIRATA;NA;_;154;2017-11-16;_;_;-
coriolis;6901457;2016-07-06;ARGOS;PROVOR;SBE41CP_V2;3946;Virginie Thierry;RREX;NA;_;064;2018-06-05;_;064;2018-11-14
coriolis;6901458;2014-02-03;ARGOS;PROVOR;SBE41CP;3952;Christophe MAES;AMOP;NA;_;178;2020-02-07;178;_;-
coriolis;6901459;2014-02-04;ARGOS;PROVOR;SBE41CP;3954;Christophe MAES;AMOP;NA;_;147;2020-02-07;147;_;-
coriolis;6901460;2014-07-10;ARGOS;PROVOR;SBE41CP;3955;Laurent COPPOLA;GMMC;NA;_;077;2016-09-12;_;077;2020-04-24
coriolis;6901461;2014-02-19;ARGOS;PROVOR;SBE41CP;3956;Christophe MAES;AMOP;NA;_;189;2020-02-07;189;_;-
coriolis;6901462;2014-03-30;ARGOS;PROVOR;SBE41CP;3957;Laurent COPPOLA;MOOXY;NA;_;056;2016-09-12;_;056;2020-04-27
coriolis;6901463;2014-07-20;ARGOS;PROVOR;SBE41CP;3962;Laurent COPPOLA;GMMC;NA;_;076;2017-09-11;_;076;2020-11-03
coriolis;6901464;2014-07-10;ARGOS;PROVOR;SBE41CP;3959;Laurent COPPOLA;GMMC;NA;_;103;2016-07-20;_;103;2020-05-11
coriolis;6901465;2014-07-07;ARGOS;PROVOR;SBE41CP;3960;Laurent COPPOLA;GMMC;NA;206;_;-;_;206;2020-05-06
coriolis;6901466;2014-08-22;ARGOS;PROVOR;SBE41CP;3961;Laurent COPPOLA;GMMC;NA;_;075;2017-09-13;_;075;2020-07-20
coriolis;6901467;2012-11-22;IRIDIUM;PROVOR;SBE41CP;3640;Laurent COPPOLA;HYMEX;NA;_;205;2016-07-25;_;205;2020-05-05
coriolis;6901468;2012-09-04;IRIDIUM;ARVOR_D;SBE41CP;2820;Xavier ANDRE;NAOS;NA;_;061;2018-06-05;061;_;-
coriolis;6901470;2013-01-29;IRIDIUM;PROVOR;SBE41CP;3895;Laurent COPPOLA;HYMEX;NA;_;165;2017-08-21;_;165;2020-05-05
coriolis;6901471;2013-01-27;IRIDIUM;PROVOR;SBE41CP;3956;Laurent COPPOLA;HYMEX;NA;_;112;2015-11-30;_;112;2020-05-05
coriolis;6901472;2012-10-23;IRIDIUM;PROVOR_III;SBE41CP;3979;Herve CLAUSTRE;remOcean;NA;_;224;2020-11-02;_;224;-
coriolis;6901473;2012-10-23;IRIDIUM;PROVOR_III;SBE41CP;3986;Herve CLAUSTRE;remOcean;NA;545;561;2020-11-02;561;_;-
coriolis;6901474;2012-10-23;IRIDIUM;PROVOR_III;SBE41CP;3982;Herve CLAUSTRE;remOcean;NA;_;397;2020-11-02;168;397;-
coriolis;6901475;2012-10-23;IRIDIUM;PROVOR_III;SBE41CP;3984;Herve CLAUSTRE;remOcean;NA;091;090;2020-11-02;091;090;-
coriolis;6901476;2014-03-29;IRIDIUM;PROVOR;SBE41CP;1029;Laurent COPPOLA;MOOXY;NA;_;124;2017-09-13;_;124;2020-03-20
coriolis;6901478;2012-10-21;ARGOS;X;X;X;Xavier ANDRE;NAOS;NA;_;027;2017-11-13;_;_;-
coriolis;6901480;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4582;Fabrizio D'ORTENZIO;RemOcean;NA;380;_;-;_;380;-
coriolis;6901481;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4584;Fabrizio D'ORTENZIO;RemOcean;NA;048;_;-;_;048;-
coriolis;6901482;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4585;Fabrizio D'ORTENZIO;RemOcean;NA;102;_;-;_;102;-
coriolis;6901483;2013-07-22;IRIDIUM;PROVOR_III;SBE41CP;4710;Fabrizio D'ORTENZIO;remOcean;NA;059;_;-;_;059;-
coriolis;6901484;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4711;Fabrizio D'ORTENZIO;remOcean;NA;066;_;-;_;066;-
coriolis;6901485;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4715;Fabrizio D'ORTENZIO;remOcean;NA;_;179;2020-11-06;_;179;-
coriolis;6901486;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;4716;Fabrizio D'ORTENZIO;remOcean;NA;_;352;2020-11-06;_;352;-
coriolis;6901487;2012-11-21;IRIDIUM;PROVOR;SBE41CP;3641;Laurent COPPOLA;HYMEX;NA;_;158;2015-11-30;_;158;2020-05-12
coriolis;6901488;2013-01-23;ARGOS;X;X;X;Xavier ANDRE;NAOS;NA;_;055;2017-11-13;_;_;-
coriolis;6901489;2013-06-16;IRIDIUM;PROVOR_III;SBE41CP;3239;Fabrizio D'ORTENZIO;RemOcean;NA;_;110;2020-11-06;110;_;-
coriolis;6901490;2013-06-15;IRIDIUM;PROVOR_III;SBE41CP;4713;Fabrizio D'ORTENZIO;remOcean;NA;009;_;-;_;009;-
coriolis;6901491;2013-06-15;IRIDIUM;PROVOR_III;SBE41CP;4729;Fabrizio D'ORTENZIO;remOcean;NA;_;179;2018-10-09;_;179;-
coriolis;6901492;2013-12-01;IRIDIUM;PROVOR_III;SBE41CP;4725;Sabrina SPEICH;GOODHOPE;NA;_;401;2020-04-16;_;401;-
coriolis;6901493;2013-12-03;IRIDIUM;PROVOR_III;SBE41CP;4726;Sabrina SPEICH;GOODHOPE;NA;_;380;2020-04-16;380;254;-
coriolis;6901494;2013-10-09;IRIDIUM;PROVOR_III;SBE41CP;4723;Hubert LOISEL;RemOcean;NA;356;_;-;_;356;-
coriolis;6901495;2013-10-08;IRIDIUM;PROVOR_III;SBE41CP;4717;Hubert LOISEL;RemOcean;NA;281;_;-;001D;281;-
coriolis;6901496;2013-07-15;IRIDIUM;PROVOR_III;SBE41CP;3976;Herve CLAUSTRE;remOcean;NA;179;_;-;_;179;-
coriolis;6901500;2013-09-08;ARGOS;ARVOR;SBE41CP;5006;Sabrina SPEICH;GOODHOPE;NA;_;176;2020-03-20;_;_;-
coriolis;6901501;2013-12-02;ARGOS;ARVOR;SBE41CP;5007;Sabrina SPEICH;GOODHOPE;NA;_;141;2020-04-16;_;_;-
coriolis;6901502;2014-02-20;ARGOS;ARVOR;SBE41CP;5008;Christophe MAES;AMOP;NA;_;173;2020-02-07;_;_;-
coriolis;6901503;2014-02-03;ARGOS;ARVOR;SBE41CP;5009;Christophe MAES;AMOP;NA;_;181;2019-06-12;_;_;-
coriolis;6901504;2014-02-03;ARGOS;ARVOR;SBE41CP;5010;Christophe MAES;AMOP;NA;_;062;2017-03-23;_;_;-
coriolis;6901505;2014-12-04;ARGOS;ARVOR;SBE41CP;5011;Christine COATANOAN;Coriolis;NA;_;162;2020-01-09;_;_;-
coriolis;6901506;2013-11-20;ARGOS;ARVOR;SBE41CP;5012;Christine COATANOAN;CORIOLIS;NA;_;180;2019-04-08;_;_;-
